indicator_id,indicator_name,iso3,country_name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,9999
149206,Government expenditure on education (% of GDP),FSM,Micronesia (Federated States of),,,,,,,,,,,6.7,,,,,,,,,,,,,,12.5,,,12.5
149206,Government expenditure on education (% of GDP),MDA,Moldova (Republic of),,,,,,,,,,,4.5,,,,,7.2,,,,9.1,8.6,8.3,,7.5,,6.7,,6.7
149206,Government expenditure on education (% of GDP),MCO,Monaco,,,,,,1.1,,,,,1.3,,,,,,,,,1.3,1.6,1.8,1.3,1,,1.4,,1.4
149206,Government expenditure on education (% of GDP),MNG,Mongolia,,,,,,,,,,,5.6,,,,,,,,,4.6,4.6,5.2,4.9,4.7,4.2,5.2,,5.2
149206,Government expenditure on education (% of GDP),MAR,Morocco,4.5,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),MOZ,Mozambique,,,,,,,,,,,,,,,,4.4,,,,,,6.1,6.5,,,,,6.5
149206,Government expenditure on education (% of GDP),MMR,Myanmar,,,,,,1.2,,,,,,,,,,,,,,,0.8,,,,,,2.2,2.2
149206,Government expenditure on education (% of GDP),NAM,Namibia,,,,,,,,,,,7,,,,,,,,,8.3,,,,,,,,
149206,Government expenditure on education (% of GDP),NPL,Nepal,,,,,,,,,,,3,,,,,3.4,,,,3.6,3.8,3.8,3.5,4,3.7,,,3.7
149206,Government expenditure on education (% of GDP),NLD,Netherlands,5.3,,,,,4.6,,,,,4.6,,,,,5.2,,,,5.6,5.5,5.5,5.6,5.5,,,,5.5
149206,Government expenditure on education (% of GDP),NZL,New Zealand,,,,,,5.7,,,,,,,,,,6.3,,,,7,6.9,7.2,6.7,6.4,6.3,,,6.3
149206,Government expenditure on education (% of GDP),NIC,Nicaragua,,,,,,,,,,,3,,,,,,,,,4.5,,,,,,,,
149206,Government expenditure on education (% of GDP),NER,Niger,2.9,,,,,2.9,,,,,3.2,,,,,,,,,3.7,4.2,4.3,4.9,6.7,6,,,6
149206,Government expenditure on education (% of GDP),NOR,Norway,6.3,,,,,7.7,,,,,6.5,,,,,6.9,,,,6.7,6.4,7.4,7.5,7.7,,,,7.7
149206,Government expenditure on education (% of GDP),OMN,Oman,2.8,,,,,3.4,,,,,3.2,,,,,3.5,,,,,,,5,,,6.2,,6.2
149206,Government expenditure on education (% of GDP),PAK,Pakistan,2.5,,,,,2.8,,,,,1.8,,,,,2.3,,,,2.3,2.2,2.1,2.5,2.5,2.7,2.5,2.8,2.8
149206,Government expenditure on education (% of GDP),PLW,Palau,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),PSE,Palestine- State of,,,,,,,,,,,,,,,,,,,,6.7,5.7,5.1,5.3,,5.1,5.7,,5.7
149206,Government expenditure on education (% of GDP),PAN,Panama,,,,,,3.9,,,,,4.8,,,,,,,,,,3.2,,,,,,,
149206,Government expenditure on education (% of GDP),PRY,Paraguay,1.1,,,,,,,,,,4.6,,,,,,,,,3.8,5,5,,,,,,5
149206,Government expenditure on education (% of GDP),PER,Peru,,,,,,,,,,,3.2,,,,,2.8,,,,2.9,2.7,2.9,3.3,3.7,4,3.8,,3.8
149206,Government expenditure on education (% of GDP),PHL,Philippines,,,,,,3,,,,,3.3,,,,,2.4,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),POL,Poland,,,,,,4.3,,,,,5,,,,,5.4,,,,5.1,4.8,4.8,4.9,4.9,,,,4.9
149206,Government expenditure on education (% of GDP),PRT,Portugal,3.6,,,,,4.6,,,,,5.2,,,,,5.1,,,,5.4,5.1,4.9,5.3,5.1,,,,5.1
149206,Government expenditure on education (% of GDP),QAT,Qatar,,,,,,,,,,,3.7,,,,,4,,,,4.5,4,3.5,4.1,3.6,,,,3.6
149206,Government expenditure on education (% of GDP),ROU,Romania,,,,,,,,,,,2.9,,,,,3.5,,,,3.5,3,2.9,,3.1,,,,3.1
149206,Government expenditure on education (% of GDP),RUS,Russian Federation,,,,,,,,,,,2.9,,,,,3.8,,,,,,3.8,,,,,,3.8
149206,Government expenditure on education (% of GDP),RWA,Rwanda,,,,,,,,,,,4.1,,,,,,,,,4.9,4.6,4.7,5,,,3.5,,3.5
